PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JarrettAllen,25,14,12,14,0,0,1,1,1,35,85.7,100.0,4,10,4,2,1,1,5,37,ClevelandCavaliers
DonovanMitchell,22,5,3,12,4,9,4,4,13,41,33.3,100.0,3,2,1,2,0,4,7,27,ClevelandCavaliers
IsaacOkoro,18,3,3,5,3,4,3,4,3,32,66.7,75.0,3,0,0,1,0,2,-1,21,ClevelandCavaliers
DeanWade,16,5,1,1,4,7,2,2,3,22,62.5,100.0,1,4,0,1,0,5,6,22,ClevelandCavaliers
CarisLeVert,14,5,5,11,1,4,1,2,1,25,40.0,50.0,2,3,3,1,1,1,-1,9,ClevelandCavaliers
MaxStrus,11,6,3,5,1,8,2,2,5,34,30.8,100.0,1,5,1,1,1,2,12,14,ClevelandCavaliers
SamMerrill,9,1,0,0,3,6,0,0,1,8,50.0,0.0,0,1,0,0,0,1,4,8,ClevelandCavaliers
TristanThompson,6,5,3,3,0,0,0,0,0,13,100.0,0.0,2,3,0,0,0,3,3,11,ClevelandCavaliers
CraigPorter,6,2,3,7,0,1,0,0,3,15,37.5,0.0,1,1,1,0,0,1,6,5,ClevelandCavaliers
GeorgesNiang,0,3,0,1,0,3,0,0,2,15,0.0,0.0,1,2,0,0,0,2,-1,1,ClevelandCavaliers
ClevelandCavaliers,127,53,33,59,16,42,13,15,32,240,48.5,0.0,20,33,11,8,3,22,40,155,ClevelandCavaliers
TraeYoung,35,4,4,9,7,12,6,6,10,38,52.4,100.0,0,4,5,0,1,3,-9,35,AtlantaHawks
DejounteMurray,21,3,8,14,0,5,5,6,6,37,42.1,83.3,0,3,0,1,1,2,-3,20,AtlantaHawks
De&#039;AndreHunter,18,2,3,5,2,2,6,6,0,26,71.4,100.0,0,2,0,1,0,1,-3,19,AtlantaHawks
OnyekaOkongwu,16,4,5,8,2,4,0,0,1,32,58.3,0.0,2,2,1,0,1,4,-15,16,AtlantaHawks
BrunoFernando,13,8,5,7,0,0,3,5,1,16,71.4,60.0,2,6,0,0,1,2,7,19,AtlantaHawks
GarrisonMathews,6,0,0,0,2,2,0,0,0,14,100.0,0.0,0,0,1,0,0,4,-10,5,AtlantaHawks
SaddiqBey,5,6,0,2,1,7,2,2,0,36,11.1,100.0,1,5,2,2,0,0,-10,3,AtlantaHawks
PattyMills,3,2,0,1,1,3,0,0,2,13,25.0,0.0,0,2,1,0,0,2,-1,3,AtlantaHawks
WesleyMatthews,2,2,1,1,0,1,0,0,1,20,50.0,0.0,0,2,0,0,0,3,8,4,AtlantaHawks
TrentForrest,0,3,0,2,0,0,0,0,0,7,0.0,0.0,1,2,1,1,0,0,-4,1,AtlantaHawks
AtlantaHawks,119,36,26,49,15,36,22,25,21,240,48.2,0.0,7,29,11,5,4,21,-40,125,AtlantaHawks
