PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
R.J.Barrett,24,4,5,10,4,6,2,3,2,31,56.3,66.7,0,4,1,1,1,1,26,23,NewYorkKnicks
JuliusRandle,23,5,7,12,1,4,6,8,5,27,50.0,75.0,1,4,3,3,0,1,8,23,NewYorkKnicks
JalenBrunson,20,1,5,8,2,4,4,4,1,27,58.3,100.0,0,1,1,1,0,2,13,17,NewYorkKnicks
ImmanuelQuickley,17,5,1,3,4,6,3,3,9,26,55.6,100.0,0,5,1,0,0,1,22,26,NewYorkKnicks
MitchellRobinson,10,9,5,7,0,0,0,2,0,24,71.4,0.0,5,4,0,1,0,2,4,16,NewYorkKnicks
DonteDiVincenzo,9,1,2,2,1,6,2,3,2,23,37.5,66.7,1,0,1,0,1,2,16,6,NewYorkKnicks
IsaiahHartenstein,6,6,2,3,0,0,2,4,1,18,66.7,50.0,2,4,2,1,2,6,24,11,NewYorkKnicks
JoshHart,6,4,3,4,0,2,0,0,2,27,50.0,0.0,1,3,0,0,0,1,16,9,NewYorkKnicks
QuentinGrimes,6,1,0,0,2,5,0,0,1,23,40.0,0.0,0,1,0,1,0,1,5,6,NewYorkKnicks
JerichoSims,3,3,1,1,0,0,1,3,0,7,100.0,33.3,0,3,0,0,0,1,-6,4,NewYorkKnicks
MilesMcBride,3,1,0,0,1,2,0,0,1,3,50.0,0.0,0,1,0,0,0,0,-7,4,NewYorkKnicks
DaquanJeffries,2,0,1,1,0,0,0,0,1,3,100.0,0.0,0,0,0,0,0,0,-7,3,NewYorkKnicks
RyanArcidiacono,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0,0,0,0,0,0,-4,-1,NewYorkKnicks
NewYorkKnicks,129,46,32,51,15,36,20,30,25,240,54.0,0.0,14,32,11,8,4,18,110,147,NewYorkKnicks
LaMeloBall,32,7,9,12,4,8,2,2,6,33,65.0,100.0,3,4,2,1,1,2,-32,38,CharlotteHornets
NickRichards,16,4,7,9,0,0,2,2,0,22,77.8,100.0,1,3,2,0,0,4,-6,16,CharlotteHornets
BrandonMiller,11,3,4,4,1,2,0,1,0,10,83.3,0.0,1,2,0,0,0,0,4,12,CharlotteHornets
MarkWilliams,10,4,4,5,0,0,2,2,2,23,80.0,100.0,2,2,1,2,0,3,-22,16,CharlotteHornets
J.T.Thor,6,4,0,1,2,5,0,2,0,23,33.3,0.0,2,2,1,0,1,4,1,4,CharlotteHornets
GordonHayward,6,1,3,8,0,1,0,0,2,29,33.3,0.0,0,1,2,0,0,3,-16,1,CharlotteHornets
TheoMaledon,6,2,0,5,2,7,0,0,4,25,16.7,0.0,2,0,2,0,0,3,-20,0,CharlotteHornets
LeakyBlack,5,2,1,1,1,1,0,0,0,6,100.0,0.0,0,2,0,0,1,1,13,8,CharlotteHornets
IshmaelSmith,4,5,2,4,0,0,0,0,2,17,50.0,0.0,1,4,0,2,0,1,-9,11,CharlotteHornets
P.J.Washington,4,2,0,3,1,5,1,2,3,22,12.5,50.0,1,1,2,0,1,4,-30,0,CharlotteHornets
NickSmith,3,0,0,2,1,4,0,0,2,8,16.7,0.0,0,0,0,0,0,0,6,0,CharlotteHornets
AmariBailey,2,2,1,3,0,0,0,0,0,3,33.3,0.0,2,0,0,0,0,0,7,2,CharlotteHornets
BryceMcGowens,2,0,1,2,0,2,0,0,0,19,25.0,0.0,0,0,0,0,0,0,-6,-1,CharlotteHornets
CharlotteHornets,107,40,32,59,12,35,7,11,21,240,46.8,0.0,17,23,12,5,4,25,-110,107,CharlotteHornets
