PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
MilesBridges,45,8,11,16,6,11,5,7,7,38,63.0,71.4,5,3,1,0,0,4,-6,47,CharlotteHornets
BrandonMiller,20,4,7,9,2,8,0,0,1,41,52.9,0.0,0,4,4,2,1,1,-12,16,CharlotteHornets
CodyMartin,19,5,4,8,3,5,2,3,8,28,53.8,66.7,0,5,1,2,0,3,-1,26,CharlotteHornets
BryceMcGowens,10,4,2,2,2,5,0,0,1,15,57.1,0.0,1,3,0,0,0,2,6,12,CharlotteHornets
NickSmith,9,0,0,0,3,4,0,0,1,13,75.0,0.0,0,0,0,0,0,1,-11,9,CharlotteHornets
P.J.Washington,6,5,2,6,0,5,2,4,1,31,18.2,50.0,0,5,1,0,0,2,-19,0,CharlotteHornets
NickRichards,5,6,1,2,0,0,3,4,1,28,50.0,75.0,2,4,1,1,0,3,1,10,CharlotteHornets
LeakyBlack,3,3,1,1,0,1,1,2,3,23,50.0,50.0,0,3,1,0,1,1,9,7,CharlotteHornets
IshmaelSmith,0,2,0,5,0,0,0,0,4,16,0.0,0.0,0,2,0,1,0,1,-1,2,CharlotteHornets
NathanMensah,0,1,0,2,0,0,0,0,0,6,0.0,0.0,1,0,1,0,0,2,4,-2,CharlotteHornets
CharlotteHornets,117,41,28,51,16,39,13,20,27,240,48.9,0.0,10,31,10,6,2,20,-30,127,CharlotteHornets
R.J.Barrett,23,6,5,9,4,6,1,1,5,33,60.0,100.0,0,6,1,0,1,4,0,28,TorontoRaptors
ScottieBarnes,18,4,5,9,1,5,5,6,5,36,42.9,83.3,0,4,2,0,1,2,4,17,TorontoRaptors
ImmanuelQuickley,18,3,3,7,3,6,3,4,4,31,46.2,75.0,0,3,0,0,0,1,-4,17,TorontoRaptors
DennisSchroder,16,4,1,3,3,6,5,7,5,27,44.4,71.4,0,4,2,0,0,2,9,16,TorontoRaptors
GaryTrentJr.,14,0,1,5,4,8,0,0,1,28,38.5,0.0,0,0,1,3,0,1,-2,9,TorontoRaptors
JakobPoeltl,12,12,5,7,0,0,2,2,2,33,71.4,100.0,4,8,1,0,1,2,6,24,TorontoRaptors
BruceBrown,12,3,4,5,0,0,4,4,4,22,80.0,100.0,0,3,0,1,0,3,8,19,TorontoRaptors
GradeyDick,6,1,0,0,2,2,0,0,2,15,100.0,0.0,0,1,1,0,0,0,9,8,TorontoRaptors
ThaddeusYoung,4,8,2,3,0,0,0,0,2,15,66.7,0.0,3,5,1,1,0,2,0,13,TorontoRaptors
TorontoRaptors,123,45,26,48,17,33,20,24,30,240,53.1,0.0,11,34,10,5,3,17,30,151,TorontoRaptors
