PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
StephenCurry,30,4,6,11,5,12,3,3,6,35,47.8,100.0,0,4,2,1,1,1,-1,28,GoldenStateWarriors
KlayThompson,24,3,5,8,4,10,2,2,3,35,50.0,100.0,0,3,0,1,1,2,-9,23,GoldenStateWarriors
JonathanKuminga,16,4,5,6,0,1,6,7,4,19,71.4,85.7,1,3,1,0,0,1,6,20,GoldenStateWarriors
DarioSaric,13,7,4,5,1,2,2,2,6,23,71.4,100.0,1,6,2,1,0,1,3,23,GoldenStateWarriors
BrandinPodziemski,13,2,2,6,3,4,0,0,5,28,50.0,0.0,0,2,0,1,0,2,-2,16,GoldenStateWarriors
AndrewWiggins,11,3,4,6,1,4,0,0,0,27,50.0,0.0,2,1,1,0,1,2,-14,9,GoldenStateWarriors
ChrisPaul,9,4,3,4,1,3,0,1,6,30,57.1,0.0,1,3,0,0,0,2,4,15,GoldenStateWarriors
KevonLooney,7,4,3,4,0,0,1,1,3,22,75.0,100.0,2,2,0,0,0,5,-2,13,GoldenStateWarriors
TrayceJackson-Davis,4,2,2,4,0,0,0,0,2,21,50.0,0.0,2,0,2,0,0,4,0,4,GoldenStateWarriors
GoldenStateWarriors,127,37,34,54,15,36,14,16,35,240,54.4,0.0,10,27,9,4,3,20,-15,151,GoldenStateWarriors
NikolaJokic,34,9,11,14,2,2,6,7,10,38,81.3,85.7,2,7,4,2,1,2,4,48,DenverNuggets
AaronGordon,30,9,9,13,2,4,6,7,2,35,64.7,85.7,5,4,0,0,1,2,6,35,DenverNuggets
JamalMurray,25,2,7,10,1,6,8,9,6,32,50.0,88.9,0,2,0,2,0,4,9,26,DenverNuggets
PeytonWatson,19,5,4,6,2,4,5,6,0,19,60.0,83.3,1,4,0,0,0,1,7,19,DenverNuggets
KentaviousCaldwell-Pope,8,3,4,6,0,2,0,0,4,35,50.0,0.0,1,2,1,1,1,0,4,12,DenverNuggets
MichaelPorter,8,4,1,1,2,5,0,0,0,30,50.0,0.0,0,4,0,0,0,3,5,9,DenverNuggets
ZekeNnaji,2,3,1,1,0,0,0,0,1,6,100.0,0.0,1,2,0,0,0,0,-3,6,DenverNuggets
ChristianBraun,2,0,1,2,0,2,0,0,1,18,25.0,0.0,0,0,1,1,1,3,-5,1,DenverNuggets
ReggieJackson,2,0,1,6,0,0,0,0,3,16,16.7,0.0,0,0,1,0,0,0,-6,-1,DenverNuggets
JulianStrawther,0,1,0,0,0,1,0,0,1,9,0.0,0.0,1,0,0,1,0,0,-6,2,DenverNuggets
DenverNuggets,130,39,39,59,9,26,25,29,28,240,56.5,0.0,14,25,7,7,4,15,15,157,DenverNuggets
