PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
Karl-AnthonyTowns,19,11,3,6,1,4,10,10,2,36,40.0,100.0,1,10,3,0,1,6,-19,24,MinnesotaTimberwolves
AnthonyEdwards,19,5,5,7,1,3,6,10,5,38,60.0,60.0,0,5,5,0,0,2,-13,16,MinnesotaTimberwolves
NazReid,18,3,3,5,4,8,0,0,0,26,53.8,0.0,0,3,4,0,4,3,17,15,MinnesotaTimberwolves
JadenMcDaniels,15,2,3,6,3,5,0,1,0,27,54.5,0.0,1,1,2,0,0,4,-12,9,MinnesotaTimberwolves
JordanMcLaughlin,8,2,1,4,2,3,0,0,3,13,42.9,0.0,2,0,0,2,0,1,7,11,MinnesotaTimberwolves
RudyGobert,7,18,1,6,0,0,5,8,2,33,16.7,62.5,4,14,2,0,0,4,-4,17,MinnesotaTimberwolves
KyleAnderson,5,1,1,1,1,3,0,0,4,19,50.0,0.0,1,0,0,1,0,2,13,9,MinnesotaTimberwolves
NickeilAlexander-Walker,3,5,0,1,1,2,0,0,2,19,33.3,0.0,0,5,2,1,1,1,8,8,MinnesotaTimberwolves
MikeConley,3,3,0,2,1,9,0,0,4,29,9.1,0.0,0,3,3,0,1,3,-22,-2,MinnesotaTimberwolves
MinnesotaTimberwolves,97,52,17,38,14,37,21,29,22,240,41.3,0.0,10,42,21,4,7,26,-25,107,MinnesotaTimberwolves
ShaiGilgeous-Alexander,33,2,9,20,1,2,12,13,6,37,45.5,92.3,1,1,2,2,0,0,14,28,OklahomaCityThunder
JalenWilliams,20,5,6,16,0,2,8,10,3,36,33.3,80.0,3,2,0,3,0,4,17,17,OklahomaCityThunder
ChetHolmgren,15,5,3,6,1,2,6,6,2,33,50.0,100.0,1,4,0,1,2,4,8,21,OklahomaCityThunder
LuguentzDort,14,5,2,5,3,7,1,2,1,33,41.7,50.0,2,3,1,2,0,4,11,13,OklahomaCityThunder
IsaiahJoe,5,5,0,1,1,2,2,2,5,22,33.3,100.0,0,5,0,1,0,4,12,14,OklahomaCityThunder
JoshGiddey,5,8,2,4,0,4,1,2,4,25,25.0,50.0,1,7,1,1,0,0,1,10,OklahomaCityThunder
JaylinWilliams,5,1,1,1,1,2,0,0,0,12,66.7,0.0,0,1,1,0,2,1,2,6,OklahomaCityThunder
AaronWiggins,5,0,1,1,1,1,0,0,0,12,100.0,0.0,0,0,1,0,0,0,-14,4,OklahomaCityThunder
CasonWallace,0,3,0,1,0,0,0,0,0,13,0.0,0.0,1,2,1,1,0,2,-15,2,OklahomaCityThunder
KenrichWilliams,0,3,0,0,0,2,0,0,0,10,0.0,0.0,0,3,1,1,0,1,-1,1,OklahomaCityThunder
VasilijeMicic,0,0,0,2,0,0,0,0,0,8,0.0,0.0,0,0,0,0,0,0,-10,-2,OklahomaCityThunder
OklahomaCityThunder,102,40,24,57,8,24,30,35,21,240,39.5,0.0,11,29,8,12,4,20,25,114,OklahomaCityThunder
