PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
TraeYoung,31,4,4,6,4,11,11,12,15,38,47.1,91.7,0,4,5,0,0,3,16,35,AtlantaHawks
SaddiqBey,21,4,6,8,2,7,3,5,1,42,53.3,60.0,2,2,1,2,0,1,9,18,AtlantaHawks
DejounteMurray,20,3,5,8,3,5,1,2,3,33,61.5,50.0,0,3,1,1,1,2,2,21,AtlantaHawks
De&#039;AndreHunter,19,6,2,9,5,6,0,0,2,29,46.7,0.0,1,5,4,1,2,5,9,18,AtlantaHawks
ClintCapela,17,15,7,11,0,0,3,3,2,28,63.6,100.0,7,8,1,1,3,3,10,33,AtlantaHawks
OnyekaOkongwu,14,2,5,6,0,0,4,4,1,23,83.3,100.0,0,2,2,0,1,2,0,15,AtlantaHawks
GarrisonMathews,6,3,0,0,2,5,0,1,0,23,40.0,0.0,1,2,2,0,2,5,-8,5,AtlantaHawks
WesleyMatthews,2,2,1,1,0,1,0,0,1,15,50.0,0.0,0,2,1,1,1,1,-9,5,AtlantaHawks
SethLundy,0,1,0,0,0,1,0,0,0,9,0.0,0.0,0,1,0,0,0,2,1,0,AtlantaHawks
AtlantaHawks,130,45,30,49,16,36,22,27,25,240,54.1,0.0,13,32,19,6,10,24,30,150,AtlantaHawks
CadeCunningham,43,5,13,19,3,5,8,9,7,44,66.7,88.9,1,4,3,3,1,1,-2,47,DetroitPistons
BojanBogdanovic,25,2,4,8,5,9,2,3,2,39,52.9,66.7,1,1,2,0,0,3,4,18,DetroitPistons
MarvinBagley,17,1,7,12,0,0,3,4,0,23,58.3,75.0,1,0,2,0,0,2,-10,10,DetroitPistons
JadenIvey,15,8,6,11,0,2,3,5,4,29,46.2,60.0,2,6,2,0,0,6,-12,16,DetroitPistons
JamesWiseman,10,7,5,5,0,0,0,2,2,25,100.0,0.0,2,5,2,0,0,2,4,15,DetroitPistons
AlecBurks,6,2,2,9,0,2,2,2,2,23,18.2,100.0,1,1,0,1,0,3,-5,2,DetroitPistons
MarcusSasser,5,1,1,2,1,1,0,0,1,21,66.7,0.0,0,1,0,1,1,6,10,8,DetroitPistons
AusarThompson,2,8,1,4,0,1,0,0,3,19,20.0,0.0,3,5,2,1,0,2,-16,8,DetroitPistons
JoeHarris,1,2,0,0,0,1,1,2,2,12,0.0,50.0,1,1,0,1,1,1,1,5,DetroitPistons
IsaiahLivers,0,0,0,2,0,1,0,0,0,4,0.0,0.0,0,0,0,0,0,0,-4,-3,DetroitPistons
DetroitPistons,124,42,39,72,9,22,19,27,23,240,51.1,0.0,14,28,13,7,3,26,-30,126,DetroitPistons
