PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
LonnieWalker,21,1,5,9,3,7,2,2,0,28,50.0,100.0,0,1,0,1,1,0,10,16,BrooklynNets
CamThomas,14,2,6,12,0,2,2,2,0,20,42.9,100.0,0,2,2,0,1,1,1,7,BrooklynNets
RoyceO&#039;Neale,12,10,0,2,4,8,0,0,2,34,40.0,0.0,3,7,0,0,3,1,3,21,BrooklynNets
DorianFinney-Smith,12,9,0,3,4,8,0,0,2,35,36.4,0.0,3,6,0,0,3,2,4,19,BrooklynNets
Day&#039;RonSharpe,11,9,4,9,0,0,3,3,0,19,44.4,100.0,4,5,2,2,0,3,7,15,BrooklynNets
MikalBridges,10,8,3,7,1,4,1,2,7,34,36.4,50.0,1,7,3,2,2,1,1,18,BrooklynNets
TrendonWatford,9,5,2,4,1,2,2,2,2,19,50.0,100.0,2,3,4,3,0,2,5,12,BrooklynNets
SpencerDinwiddie,7,3,0,1,2,7,1,2,4,26,25.0,50.0,0,3,2,0,0,0,-1,5,BrooklynNets
DennisSmith,4,1,2,4,0,3,0,0,5,25,28.6,0.0,1,0,1,2,0,4,5,6,BrooklynNets
BrooklynNets,100,48,22,51,15,41,11,13,22,240,40.2,0.0,14,34,14,10,10,14,35,119,BrooklynNets
PaulGeorge,24,7,5,10,2,10,8,8,1,39,35.0,100.0,1,6,3,3,1,2,-7,20,LAClippers
KawhiLeonard,17,6,6,9,1,6,2,2,2,36,46.7,100.0,0,6,1,1,1,1,3,18,LAClippers
RussellWestbrook,13,7,5,13,1,5,0,0,8,31,33.3,0.0,3,4,1,0,0,1,-5,15,LAClippers
JamesHarden,12,8,2,4,2,5,2,2,5,36,44.4,100.0,0,8,5,2,0,0,-15,17,LAClippers
IvicaZubac,10,10,5,9,0,0,0,0,1,29,55.6,0.0,3,7,1,0,3,5,-11,19,LAClippers
NormanPowell,10,1,2,3,2,5,0,0,1,22,50.0,0.0,0,1,1,3,2,2,-6,12,LAClippers
BonesHyland,4,2,2,4,0,2,0,0,0,6,33.3,0.0,1,1,1,0,0,0,-2,1,LAClippers
P.J.Tucker,3,6,1,2,0,1,1,1,3,21,33.3,100.0,3,3,0,1,1,3,10,12,LAClippers
TeranceMann,0,4,0,0,0,2,0,0,1,19,0.0,0.0,0,4,2,0,0,1,-2,1,LAClippers
LAClippers,93,51,28,54,8,36,13,13,22,240,40.0,0.0,11,40,15,10,8,15,-35,115,LAClippers
