PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
CoreyKispert,26,4,4,4,6,14,0,1,2,31,55.6,0.0,0,4,0,0,0,3,-6,23,WashingtonWizards
JordanPoole,16,4,4,7,2,14,2,3,10,33,28.6,66.7,0,4,1,2,1,3,-3,16,WashingtonWizards
DeniAvdija,15,8,5,6,1,2,2,3,2,35,75.0,66.7,1,7,3,0,0,5,-1,19,WashingtonWizards
KyleKuzma,13,4,4,11,1,5,2,2,1,36,31.3,100.0,0,4,0,0,0,5,-7,7,WashingtonWizards
DanielGafford,11,14,4,8,0,0,3,4,2,32,50.0,75.0,4,10,1,1,1,4,14,23,WashingtonWizards
TyusJones,6,1,2,5,0,2,2,2,6,26,28.6,100.0,0,1,1,1,0,2,-15,8,WashingtonWizards
BilalCoulibaly,5,4,1,2,0,2,3,3,3,25,25.0,100.0,0,4,1,1,1,2,-19,10,WashingtonWizards
LandryShamet,5,2,1,3,0,2,3,3,1,13,20.0,100.0,0,2,1,0,0,1,-7,3,WashingtonWizards
DelonWright,3,2,0,1,1,1,0,0,1,6,50.0,0.0,1,1,0,0,1,0,6,6,WashingtonWizards
JonathanDavis,2,0,1,1,0,0,0,0,0,2,100.0,0.0,0,0,0,0,0,0,1,2,WashingtonWizards
AnthonyGill,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,-3,0,WashingtonWizards
WashingtonWizards,102,48,26,48,11,42,17,21,28,240,41.1,0.0,7,41,9,5,4,25,-40,117,WashingtonWizards
JimmyButler,24,9,6,9,1,1,9,13,3,36,70.0,69.2,4,5,2,1,0,0,8,28,MiamiHeat
BamAdebayo,20,14,8,14,0,0,4,7,1,33,57.1,57.1,2,12,4,0,1,3,-8,23,MiamiHeat
TerryRozier,15,8,2,7,0,6,11,11,5,30,15.4,100.0,2,6,0,0,0,3,15,17,MiamiHeat
TylerHerro,15,4,3,11,3,8,0,0,5,32,31.6,0.0,0,4,2,0,0,2,-3,9,MiamiHeat
KevinLove,13,10,2,2,2,3,3,4,2,15,80.0,75.0,1,9,1,0,0,1,16,22,MiamiHeat
JaimeJaquez,8,4,4,6,0,1,0,0,2,26,57.1,0.0,2,2,0,2,0,2,10,13,MiamiHeat
JoshRichardson,7,4,2,2,1,6,0,0,2,25,37.5,0.0,0,4,1,0,0,2,-6,7,MiamiHeat
CalebMartin,4,4,2,4,0,2,0,0,4,29,33.3,0.0,2,2,1,1,0,3,7,8,MiamiHeat
HaywoodHighsmith,4,2,2,2,0,4,0,0,0,15,33.3,0.0,1,1,1,0,0,2,1,1,MiamiHeat
MiamiHeat,110,63,31,57,7,31,27,35,24,240,43.2,0.0,16,47,13,4,1,18,40,128,MiamiHeat
