PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JamalMurray,25,3,2,7,5,9,6,7,7,27,43.8,85.7,0,3,2,2,1,1,26,26,DenverNuggets
MichaelPorter,22,8,4,6,4,11,2,2,1,31,47.1,100.0,1,7,1,0,0,1,33,21,DenverNuggets
ReggieJackson,15,4,4,8,2,3,1,2,4,17,54.5,50.0,0,4,0,1,0,2,-2,18,DenverNuggets
NikolaJokic,13,11,6,7,0,0,1,1,6,28,85.7,100.0,0,11,3,1,1,2,27,28,DenverNuggets
AaronGordon,10,2,3,4,1,1,1,2,0,25,80.0,50.0,1,1,0,1,1,0,29,12,DenverNuggets
ChristianBraun,9,4,2,3,1,3,2,3,2,24,50.0,66.7,1,3,1,1,2,1,-11,13,DenverNuggets
PeytonWatson,8,4,1,2,2,4,0,0,1,19,50.0,0.0,0,4,0,1,1,2,-5,12,DenverNuggets
KentaviousCaldwell-Pope,5,3,2,3,0,3,1,1,4,29,33.3,100.0,0,3,0,1,0,3,28,9,DenverNuggets
ZekeNnaji,2,3,1,3,0,2,0,0,1,21,20.0,0.0,1,2,2,0,3,2,-9,3,DenverNuggets
JulianStrawther,2,1,1,1,0,1,0,0,1,13,50.0,0.0,0,1,1,0,0,1,-14,2,DenverNuggets
BraxtonKey,0,1,0,1,0,0,0,0,0,4,0.0,0.0,0,1,0,1,0,0,-6,1,DenverNuggets
JalenPickett,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0,0,0,0,0,0,-6,-1,DenverNuggets
DenverNuggets,111,44,26,45,15,38,14,18,27,240,49.4,0.0,4,40,10,9,9,15,90,144,DenverNuggets
MilesBridges,26,9,7,9,3,5,3,5,5,36,71.4,60.0,0,9,2,1,0,1,-23,33,CharlotteHornets
NickRichards,15,8,7,12,0,0,1,2,1,30,58.3,50.0,2,6,0,1,1,2,-29,20,CharlotteHornets
BrandonMiller,15,5,2,8,3,9,2,2,1,32,29.4,100.0,0,5,2,0,0,1,-31,7,CharlotteHornets
BryceMcGowens,10,2,2,5,2,3,0,0,3,23,50.0,0.0,0,2,0,0,0,4,-16,11,CharlotteHornets
IshmaelSmith,10,3,5,12,0,0,0,0,4,29,41.7,0.0,1,2,4,0,0,2,-28,6,CharlotteHornets
P.J.Washington,6,6,1,2,1,3,1,1,0,26,40.0,100.0,1,5,2,0,0,2,3,7,CharlotteHornets
NickSmith,5,3,1,5,1,3,0,0,2,19,25.0,0.0,2,1,2,0,1,2,10,3,CharlotteHornets
CodyMartin,2,3,0,3,0,3,2,4,6,25,0.0,50.0,1,2,0,2,2,0,-2,7,CharlotteHornets
NathanMensah,2,4,0,1,0,0,2,2,0,12,0.0,100.0,1,3,0,0,0,1,14,5,CharlotteHornets
J.T.Thor,2,2,1,2,0,0,0,0,0,4,50.0,0.0,0,2,0,0,1,0,6,4,CharlotteHornets
JamesBouknight,0,0,0,1,0,0,0,0,2,4,0.0,0.0,0,0,0,0,0,0,6,1,CharlotteHornets
CharlotteHornets,93,45,26,60,10,26,11,16,24,240,41.9,0.0,8,37,12,4,5,15,-90,104,CharlotteHornets
