PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
DeMarDerozan,25,2,8,12,0,5,9,12,5,42,47.1,75.0,1,1,5,3,4,1,-14,22,ChicagoBulls
AyoDosunmu,21,5,4,6,4,5,1,2,2,39,72.7,50.0,1,4,4,0,1,4,-10,21,ChicagoBulls
NikolaVucevic,14,9,3,6,2,5,2,2,3,36,45.5,100.0,1,8,1,2,1,2,-11,22,ChicagoBulls
CobyWhite,13,2,4,6,1,4,2,2,6,35,50.0,100.0,0,2,1,1,0,3,-17,16,ChicagoBulls
AlexCaruso,11,3,2,3,1,6,4,6,2,33,33.3,66.7,0,3,3,1,2,2,7,8,ChicagoBulls
JulianPhillips,9,1,1,1,2,3,1,1,0,20,75.0,100.0,0,1,2,0,0,2,-7,7,ChicagoBulls
AndreDrummond,7,7,3,4,0,0,1,2,0,14,75.0,50.0,3,4,0,1,1,0,4,14,ChicagoBulls
DalenTerry,4,4,2,3,0,1,0,0,1,8,50.0,0.0,0,4,1,1,0,1,-1,7,ChicagoBulls
JevonCarter,3,0,0,2,1,3,0,0,2,13,20.0,0.0,0,0,0,0,0,1,-6,1,ChicagoBulls
ChicagoBulls,107,33,27,43,11,32,20,27,21,240,50.7,0.0,6,27,17,9,9,16,-55,118,ChicagoBulls
GaryTrentJr.,24,5,3,4,6,11,0,0,1,32,60.0,0.0,0,5,2,1,0,1,12,23,TorontoRaptors
BruceBrown,19,7,6,10,1,3,4,4,3,38,53.8,100.0,1,6,2,3,2,3,18,26,TorontoRaptors
JordanNwora,17,2,1,2,4,5,3,3,0,19,71.4,100.0,0,2,0,0,1,2,-6,18,TorontoRaptors
ThaddeusYoung,16,6,8,12,0,1,0,0,6,32,61.5,0.0,4,2,1,0,0,5,15,22,TorontoRaptors
DennisSchroder,16,3,5,10,0,1,6,7,10,34,45.5,85.7,1,2,6,2,1,2,6,19,TorontoRaptors
ScottieBarnes,13,4,4,11,0,3,5,6,7,37,28.6,83.3,1,3,5,1,0,1,10,9,TorontoRaptors
JalenMcDaniels,8,3,1,3,2,3,0,0,2,14,50.0,0.0,1,2,1,1,0,1,6,10,TorontoRaptors
ChrisBoucher,5,2,1,1,1,1,0,0,0,7,100.0,0.0,0,2,1,0,0,1,-5,6,TorontoRaptors
GradeyDick,0,3,0,0,0,1,0,0,4,20,0.0,0.0,0,3,0,1,0,2,2,7,TorontoRaptors
JontayPorter,0,2,0,0,0,0,0,0,1,5,0.0,0.0,1,1,1,1,0,1,-7,3,TorontoRaptors
GarrettTemple,0,1,0,1,0,0,0,0,0,3,0.0,0.0,0,1,0,0,0,1,4,0,TorontoRaptors
TorontoRaptors,118,38,29,54,14,29,18,20,34,240,51.8,0.0,9,29,19,10,4,20,55,143,TorontoRaptors
