PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
PaulGeorge,23,7,6,13,2,8,5,6,3,36,38.1,83.3,1,6,4,1,0,6,2,16,LAClippers
JamesHarden,16,4,2,4,2,9,6,8,13,44,30.8,75.0,0,4,5,0,3,1,16,20,LAClippers
IvicaZubac,15,20,7,8,0,0,1,1,1,33,87.5,100.0,6,14,2,0,1,3,9,34,LAClippers
RussellWestbrook,14,6,4,5,2,4,0,0,6,20,66.7,0.0,1,5,4,0,0,1,2,19,LAClippers
AmirCoffey,13,2,2,2,3,4,0,0,2,31,83.3,0.0,1,1,0,1,0,0,23,17,LAClippers
NormanPowell,13,6,4,8,1,4,2,2,1,25,41.7,100.0,0,6,1,0,0,2,-7,12,LAClippers
TeranceMann,11,3,3,4,0,6,5,6,2,23,30.0,83.3,1,2,0,1,0,1,10,9,LAClippers
KobeBrown,7,4,2,2,1,3,0,0,0,15,60.0,0.0,0,4,0,0,0,2,1,9,LAClippers
DanielTheis,5,2,2,2,0,1,1,2,0,13,66.7,50.0,1,1,1,0,2,3,-1,6,LAClippers
LAClippers,117,56,32,48,11,39,20,25,28,240,49.4,0.0,12,44,19,3,6,19,55,142,LAClippers
JarenJacksonJr.,22,2,4,11,4,6,2,2,4,37,47.1,100.0,0,2,1,2,2,5,-11,22,MemphisGrizzlies
MarcusSmart,22,2,3,3,4,11,4,4,2,32,50.0,100.0,0,2,2,3,0,0,-6,20,MemphisGrizzlies
JaMorant,19,6,7,12,0,7,5,6,10,37,36.8,83.3,0,6,3,0,0,4,-19,19,MemphisGrizzlies
DesmondBane,18,7,5,6,2,5,2,2,5,37,63.6,100.0,0,7,2,2,0,3,-5,26,MemphisGrizzlies
SantiagoAldama,12,5,3,4,2,3,0,0,1,22,71.4,0.0,1,4,0,1,0,1,1,17,MemphisGrizzlies
VinceWilliamsJr.,5,1,0,2,1,4,2,3,5,22,16.7,66.7,0,1,1,0,1,3,-1,5,MemphisGrizzlies
DavidRoddy,4,2,1,2,0,1,2,3,1,22,33.3,66.7,0,2,1,0,0,1,7,3,MemphisGrizzlies
XavierTillman,2,4,1,4,0,1,0,0,0,17,20.0,0.0,2,2,1,1,1,3,-14,3,MemphisGrizzlies
BismackBiyombo,2,2,1,2,0,0,0,0,0,8,50.0,0.0,0,2,1,1,0,1,-4,3,MemphisGrizzlies
ZiaireWilliams,0,2,0,1,0,2,0,0,1,6,0.0,0.0,0,2,0,0,0,1,-3,0,MemphisGrizzlies
MemphisGrizzlies,106,33,25,47,13,40,17,20,29,240,43.7,0.0,3,30,12,10,4,22,-55,118,MemphisGrizzlies
