PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
ScottieBarnes,24,8,9,11,2,5,0,0,5,37,68.8,0.0,1,7,1,0,2,3,-6,33,TorontoRaptors
GaryTrentJr.,17,2,3,11,3,5,2,4,0,33,37.5,50.0,1,1,1,1,0,0,3,7,TorontoRaptors
GradeyDick,16,2,1,2,4,6,2,2,1,28,62.5,100.0,2,0,1,0,0,5,1,15,TorontoRaptors
DennisSchroder,15,4,1,8,4,6,1,2,10,35,35.7,50.0,3,1,1,2,0,1,-5,20,TorontoRaptors
PascalSiakam,11,7,1,3,2,5,3,4,4,36,37.5,75.0,1,6,2,0,1,4,-5,15,TorontoRaptors
MalachiFlynn,7,0,0,2,2,2,1,1,2,13,50.0,100.0,0,0,3,1,0,1,-2,5,TorontoRaptors
JakobPoeltl,6,7,2,5,0,0,2,3,3,25,40.0,66.7,1,6,2,0,1,2,-19,11,TorontoRaptors
PreciousAchiuwa,6,7,3,9,0,1,0,0,3,18,30.0,0.0,3,4,1,0,1,1,5,9,TorontoRaptors
ChrisBoucher,5,4,1,4,0,2,3,3,0,12,16.7,100.0,1,3,1,1,0,2,-2,4,TorontoRaptors
JalenMcDaniels,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0,0,0,0,0,-5,0,TorontoRaptors
TorontoRaptors,107,41,21,55,17,32,14,19,28,240,43.7,0.0,13,28,13,5,5,19,-35,119,TorontoRaptors
JoelEmbiid,34,9,13,18,1,3,5,6,8,35,66.7,83.3,0,9,1,1,2,0,-2,45,Philadelphia76ers
TyreseMaxey,34,6,5,11,7,9,3,3,7,41,60.0,100.0,1,5,1,0,1,1,10,39,Philadelphia76ers
KellyOubre,18,5,7,11,0,6,4,5,2,29,41.2,80.0,2,3,0,3,0,3,3,17,Philadelphia76ers
TobiasHarris,15,2,3,6,1,4,6,7,2,36,40.0,85.7,1,1,2,2,2,1,0,14,Philadelphia76ers
PaulReed,4,5,2,4,0,0,0,0,0,13,50.0,0.0,2,3,1,1,0,4,9,7,Philadelphia76ers
P.J.Tucker,3,3,0,0,1,1,0,0,0,21,100.0,0.0,0,3,1,0,0,3,0,5,Philadelphia76ers
PatrickBeverley,2,5,1,2,0,0,0,0,2,17,50.0,0.0,3,2,1,0,0,2,10,7,Philadelphia76ers
De&#039;AnthonyMelton,2,5,1,3,0,4,0,0,4,32,14.3,0.0,0,5,2,1,1,2,0,5,Philadelphia76ers
DanuelHouse,2,2,1,2,0,1,0,0,0,12,33.3,0.0,0,2,0,0,1,1,7,3,Philadelphia76ers
DannyGreen,0,0,0,1,0,0,0,0,0,5,0.0,0.0,0,0,0,0,0,1,-2,-1,Philadelphia76ers
Philadelphia76ers,114,42,33,58,10,28,18,21,25,240,50.0,0.0,9,33,9,8,7,18,35,141,Philadelphia76ers
