PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JordanPoole,27,4,4,11,4,12,7,9,2,36,34.8,77.8,0,4,5,1,1,2,13,13,WashingtonWizards
CoreyKispert,22,3,3,4,5,10,1,1,1,32,57.1,100.0,0,3,2,1,0,2,5,19,WashingtonWizards
KyleKuzma,21,13,8,13,1,10,2,3,2,36,39.1,66.7,3,10,0,1,0,2,-1,22,WashingtonWizards
TyusJones,14,2,1,4,4,8,0,0,7,28,41.7,0.0,2,0,0,2,0,2,5,18,WashingtonWizards
DanielGafford,10,11,3,4,0,0,4,6,0,28,75.0,66.7,4,7,1,0,2,2,8,19,WashingtonWizards
DeniAvdija,10,6,2,5,2,3,0,0,2,27,50.0,0.0,2,4,1,1,0,2,9,14,WashingtonWizards
DaniloGallinari,5,0,2,2,0,1,1,1,1,8,66.7,100.0,0,0,0,1,0,0,2,6,WashingtonWizards
DelonWright,2,2,0,2,0,1,2,2,7,20,0.0,100.0,0,2,1,2,1,0,2,10,WashingtonWizards
MikeMuscala,2,3,1,1,0,0,0,0,2,11,100.0,0.0,0,3,0,0,0,2,-2,7,WashingtonWizards
BilalCoulibaly,0,1,0,1,0,1,0,0,0,14,0.0,0.0,0,1,1,0,1,1,-6,-1,WashingtonWizards
WashingtonWizards,113,45,24,47,16,46,17,22,24,240,43.0,0.0,11,34,11,9,5,15,35,127,WashingtonWizards
DesmondBane,26,2,6,10,4,10,2,2,5,34,50.0,100.0,1,1,5,1,1,4,-11,20,MemphisGrizzlies
ZiaireWilliams,16,10,2,2,4,12,0,0,1,34,42.9,0.0,0,10,1,0,0,2,-1,18,MemphisGrizzlies
JarenJacksonJr.,16,5,2,8,2,4,6,6,2,31,33.3,100.0,0,5,1,1,1,4,5,16,MemphisGrizzlies
DavidRoddy,14,6,2,4,3,4,1,1,2,24,62.5,100.0,0,6,1,0,1,3,0,19,MemphisGrizzlies
MarcusSmart,9,4,3,3,1,5,0,0,6,32,50.0,0.0,0,4,2,2,2,2,-14,17,MemphisGrizzlies
XavierTillman,8,7,1,5,2,2,0,0,3,24,42.9,0.0,1,6,1,0,0,4,-14,13,MemphisGrizzlies
DerrickRose,7,1,2,6,1,2,0,0,5,18,37.5,0.0,1,0,3,1,1,0,9,7,MemphisGrizzlies
JohnKonchar,5,9,1,1,1,3,0,0,1,22,50.0,0.0,3,6,1,2,2,0,1,16,MemphisGrizzlies
JakeLaRavia,5,1,1,4,1,5,0,0,1,16,22.2,0.0,0,1,0,0,0,0,-11,0,MemphisGrizzlies
KennyLofton,0,0,0,1,0,0,0,0,1,5,0.0,0.0,0,0,1,0,0,2,1,-1,MemphisGrizzlies
MemphisGrizzlies,106,45,20,44,19,47,9,9,27,240,42.9,0.0,6,39,16,7,8,21,-35,125,MemphisGrizzlies
